Age,Education,Marital_Status,Income,Spending,Seniority,Has_child,Children,Wines,Fruits,Meat,Fish,Sweets,Gold,features_raw,features_scaled,features,probability,prediction,Cluster
43,Postgraduate,In couple,71853,1149,147.26666666666668,No child,No child,358,108,413,141,97,32,"[71853.0,147.26666666666668,1149.0]","[3.3379137578181175,21.819576128318396,1.905708745502194]","[0.1506582998604634,0.9848367817978616,0.08601505624706487]","[0.0005341367745989144,4.7298770062094285e-20,0.9994658632254011,4.3191228693520865e-21]",2,Cluster 2
42,Postgraduate,In couple,35876,129,135.7,No child,No child,66,2,40,4,3,14,"[35876.0,135.7,129.0]","[1.6666109136080998,20.105815848434627,0.21395685654463273]","[0.0826040167820159,0.9965260254804463,0.010604572203585213]","[0.0002080060445954058,0.17079151796272007,1.0550575849188222e-21,0.8290004759926846]",3,Cluster 3
73,Postgraduate,Alone,40049,32,141.9,Has child,1 child,13,6,7,0,3,3,"[40049.0,141.9,32.0]","[1.8604666205566613,21.024430868775784,0.05307456906533525]","[0.0881459758519237,0.9961043940175915,0.0025145894215422814]","[0.00031585941013227193,0.22254899846929632,2.085390722967781e-21,0.7771351421205714]",3,Cluster 3
43,Postgraduate,Alone,39660,299,156.36666666666667,Has child,1 child,139,13,78,20,13,36,"[39660.0,156.36666666666667,299.0]","[1.842395719525511,23.16786591623848,0.4959155047042263]","[0.0792554465558167,0.9966260448160694,0.021333096013384678]","[0.001230517234153539,0.9987498371952076,5.08404603410617e-21,1.9645570638741506e-05]",1,Cluster 1
63,Postgraduate,In couple,50127,320,134.4,Has child,1 child,274,0,21,4,6,15,"[50127.0,134.4,320.0]","[2.3286376760629173,19.913203021588902,0.5307456906533525]","[0.11610725198666426,0.9928840819059036,0.026463294087774588]","[0.00015821335416067112,0.9998417866456463,1.930396514248732e-13,2.1176294063020235e-21]",1,Cluster 1
48,Postgraduate,In couple,43263,441,152.86666666666667,Has child,1 child,262,6,61,0,10,102,"[43263.0,152.86666666666667,441.0]","[2.0097722141662175,22.6492929208846,0.7314339049316515]","[0.08834145232201887,0.9955712476241276,0.03215087410591673]","[0.000360459127564015,0.999639540872436,1.7856203945383397e-21,6.94205937422248e-21]",1,Cluster 1
76,Postgraduate,In couple,62845,1178,154.56666666666666,Has child,2 children,1099,0,45,0,0,34,"[62845.0,154.56666666666666,1178.0]","[2.9194492938371344,22.901171232913626,1.953807573717654]","[0.12600651122322357,0.9884387086553311,0.0843283959359655]","[0.0010339971795994187,1.5153440422879023e-08,0.9989659876669601,5.9893399067257736e-21]",2,Cluster 2
35,Postgraduate,In couple,18929,85,149.96666666666667,No child,No child,32,0,8,23,4,18,"[18929.0,149.96666666666667,85.0]","[0.8793421224129702,22.21961815330567,0.14097932407979677]","[0.03954328382505515,0.9991977465033512,0.006339722939979576]","[0.00014068164145190348,3.2435260630295355e-22,3.243526062967648e-22,0.999859318358548]",3,Cluster 3
43,Undergraduate,Alone,24367,24,148.9,Has child,1 child,2,4,2,0,11,5,"[24367.0,148.9,24.0]","[1.1319630987815967,22.061576859483537,0.03980592679900144]","[0.05124176665684317,0.9986846521167227,0.0018019368429848092]","[7.365304390788265e-05,1.4836655393425448e-19,1.919337723751107e-22,0.9999263469560922]",3,Cluster 3
50,Postgraduate,Alone,33249,112,149.83333333333334,Has child,1 child,6,10,21,19,14,42,"[33249.0,149.83333333333334,112.0]","[1.5445742631997912,22.199862991577906,0.18576099172867339]","[0.06940563620167296,0.9975535985744551,0.008347193216642759]","[5.846117818190885e-05,2.859554697077278e-05,2.0475940793664514e-22,0.9999129432748474]",3,Cluster 3
66,Undergraduate,In couple,26887,30,150.16666666666666,Has child,1 child,6,7,4,3,4,6,"[26887.0,150.16666666666666,30.0]","[1.2490290900373782,22.249250895897323,0.0497574084987518]","[0.05604963883511677,0.9984254866550978,0.0022328421315174884]","[6.640180193388902e-05,9.315695441202893e-15,1.8461520509559186e-22,0.9999335981980568]",3,Cluster 3
42,Postgraduate,In couple,50150,410,145.83333333333334,No child,No child,135,46,92,65,61,11,"[50150.0,145.83333333333334,410.0]","[2.3297061355069184,21.607208139744905,0.6800179161496079]","[0.10714703040993195,0.9937511655817594,0.03127514635021839]","[0.00023593809397896384,0.9997640619059769,4.4088807863377525e-14,2.19314169205435e-21]",1,Cluster 1
49,Postgraduate,In couple,62061,800,143.43333333333334,Has child,1 child,641,7,84,0,30,38,"[62061.0,143.43333333333334,800.0]","[2.883028763224224,21.2516152286451,1.3268642266333814]","[0.1341736880225423,0.98903196112219,0.061751124048266416]","[0.0007693641481179194,0.19965721263306097,0.799573423218821,8.891464300052057e-21]",2,Cluster 2
63,Postgraduate,Alone,85696,1313,147.43333333333334,No child,No child,714,76,395,116,0,12,"[85696.0,147.43333333333334,1313.0]","[3.9809869788315226,21.844270080478104,2.177715911962037]","[0.17843478486296172,0.9790983123091239,0.09760902819070473]","[0.0009025559477826604,6.1650747985721824e-21,0.9990974440522172,6.1650747985721824e-21]",2,Cluster 2
69,Postgraduate,In couple,76542,1483,148.56666666666666,No child,No child,794,73,573,0,29,14,"[76542.0,148.56666666666666,1483.0]","[3.5557401201190535,22.01218895516412,2.4596745601216305]","[0.15850642042436647,0.981250923611093,0.10964642993107833]","[0.0012280443349533107,5.495617471993297e-21,0.9987719556650467,5.495617471993297e-21]",2,Cluster 2
32,Postgraduate,Alone,70515,1258,141.73333333333332,No child,No child,420,0,452,182,64,140,"[70515.0,141.73333333333332,1258.0]","[3.27575729103231,20.999736916616072,2.0864939963809923]","[0.1533891137603339,0.9833240831541616,0.09770121426495545]","[0.0009093280022588175,5.42888555875859e-21,0.9990906719977412,5.42888555875859e-21]",2,Cluster 2
38,Postgraduate,In couple,18227,28,153.3,Has child,1 child,1,2,7,4,3,11,"[18227.0,153.3,28.0]","[0.8467308819917169,22.713497196499844,0.046440247932168346]","[0.03725280029477229,0.9993037847713182,0.0020431867062499598]","[0.0002296026712244226,5.594469060716379e-22,5.594469060716379e-22,0.9997703973287755]",3,Cluster 3
60,Postgraduate,In couple,69139,227,138.46666666666667,Has child,1 child,86,12,75,33,15,6,"[69139.0,138.46666666666667,227.0]","[3.2118355434259787,20.51573545428579,0.37649772430722195]","[0.15464535100652474,0.9878037239418664,0.018127834361824934]","[0.08587729195493571,0.9141227003376836,7.707380576222043e-09,3.994024157002126e-18]",1,Cluster 1
43,Postgraduate,In couple,69109,1555,153.26666666666668,No child,No child,823,25,459,124,29,95,"[69109.0,153.26666666666668,1555.0]","[3.2104419006729334,22.7085584060679,2.579092340518635]","[0.1391070161688284,0.9839517110406321,0.11175092121686621]","[0.0015728756090344184,5.9232001819977175e-21,0.9984271243909657,5.9232001819977175e-21]",2,Cluster 2
63,Postgraduate,Alone,69627,861,149.0,Has child,1 child,231,161,215,171,30,53,"[69627.0,149.0,861.0]","[3.234505465542177,22.076393230779363,1.4280376239141765]","[0.1446705138050001,0.9874162173112055,0.06387218664040976]","[0.00038465542943992277,0.0005797789478133088,0.9990355656227468,5.232329205317918e-21]",2,Cluster 2
47,Postgraduate,In couple,38136,103,147.8,Has child,1 child,8,15,27,0,20,33,"[38136.0,147.8,103.0]","[1.7715986676708242,21.898596775229464,0.17083376917904786]","[0.0806342162365451,0.9967134317008053,0.007775489638744118]","[5.0978032512093385e-05,0.013242496486284663,2.494250118665072e-22,0.9867065254812032]",3,Cluster 3
79,Postgraduate,Alone,62159,634,135.43333333333334,No child,No child,182,17,259,77,70,29,"[62159.0,135.43333333333334,634.0]","[2.887581329550838,20.066305524979096,1.0515398996069547]","[0.14224357706478039,0.9884753884288958,0.051799336425859065]","[0.000874015634472369,0.5928023131556138,0.4063236712099138,1.5265303220391928e-20]",1,Cluster 1
62,Postgraduate,Alone,80695,1918,139.43333333333334,No child,No child,557,129,984,193,37,18,"[80695.0,139.43333333333334,1918.0]","[3.7486667318989184,20.658960376812097,3.1811569833535316]","[0.17652469054541617,0.9728303016308533,0.1498006604013082]","[0.12236949482129499,3.00662349028717e-19,0.877630505178705,3.00662349028717e-19]",2,Cluster 2
54,Postgraduate,Alone,33316,131,142.3,Has child,2 children,79,1,31,4,4,12,"[33316.0,142.3,131.0]","[1.547686732014925,21.083696353959084,0.2172740171112162]","[0.07320595342067467,0.9972638915203241,0.010277113092168822]","[0.00011551052056511942,0.001610190793938089,4.410719529315693e-22,0.9982742986854969]",3,Cluster 3
57,Postgraduate,In couple,58554,586,154.73333333333332,Has child,2 children,368,24,68,38,0,88,"[58554.0,154.73333333333332,586.0]","[2.720111925393262,22.92586518507333,0.9719280460089518]","[0.11771748472392661,0.9921559328175414,0.042061844529531]","[0.00018771438532035452,0.9998102557036139,2.0299110657773887e-06,2.082043208780307e-21]",1,Cluster 1
33,Undergraduate,In couple,17256,62,140.63333333333333,Has child,1 child,6,4,14,8,8,22,"[17256.0,140.63333333333333,62.0]","[0.8016233115514931,20.836756832361996,0.10283197756408705]","[0.038442690901706836,0.9992486380544409,0.004931415879930429]","[0.00014040132348270177,3.2926992720658914e-22,3.2926992720657776e-22,0.9998595986765173]",3,Cluster 3
51,Postgraduate,Alone,53034,447,146.53333333333333,Has child,2 children,160,15,196,15,11,50,"[53034.0,146.53333333333333,447.0]","[2.463681658832979,21.71092273881568,0.7413853866314019]","[0.11268811572848292,0.9930515841574777,0.03391076194791336]","[0.00021753775585767017,0.9997824621414103,1.0273215916750655e-10,2.3400719584790233e-21]",1,Cluster 1
75,Undergraduate,In couple,52203,939,156.63333333333333,No child,No child,488,21,238,56,108,28,"[52203.0,156.63333333333333,939.0]","[2.425077754573632,23.20737623969401,1.5574068860109314]","[0.1036993755373957,0.9923766029270187,0.06659667766626653]","[0.00906358991227061,0.9883416637404758,0.0025947463472534857,4.49754611939444e-20]",1,Cluster 1
48,Undergraduate,Alone,59601,797,144.66666666666666,Has child,1 child,691,7,69,0,7,23,"[59601.0,144.66666666666666,797.0]","[2.768750057474533,21.434350474626942,1.321888485783506]","[0.1278701650238415,0.9899102033317475,0.06104924435628933]","[0.0008016969781794793,0.6906563423126753,0.3085419607091452,8.130984395131902e-21]",1,Cluster 1
67,Postgraduate,Alone,75154,1143,155.46666666666667,Has child,1 child,543,10,205,160,143,82,"[75154.0,155.46666666666667,1143.0]","[3.491260915411504,23.03451857457605,1.8957572638024436]","[0.14936132270116317,0.985450885923739,0.08110330889105048]","[0.0004222090711905797,9.164048405009547e-15,0.9995777909288003,3.8628846951154474e-21]",2,Cluster 2
49,Postgraduate,Alone,47025,415,141.16666666666666,Has child,1 child,254,7,108,20,0,26,"[47025.0,141.16666666666666,415.0]","[2.1845350153980623,20.915777479273064,0.6883108175660666]","[0.10382370966156128,0.9940575880209326,0.03271313207441049]","[0.0002552194658348885,0.999744780534156,9.097873570177852e-15,2.084065243868452e-21]",1,Cluster 1
52,Postgraduate,In couple,37971,30,140.56666666666666,Has child,1 child,5,4,10,2,2,7,"[37971.0,140.56666666666666,30.0]","[1.7639336325290766,20.826879251498113,0.0497574084987518]","[0.08439266849081187,0.996429731797676,0.002380566027519092]","[0.00010296655239539377,0.02370924972893562,6.000667476711346e-22,0.9761877837186689]",3,Cluster 3
57,Postgraduate,Alone,41335,187,139.53333333333333,Has child,1 child,112,19,21,16,14,5,"[41335.0,139.53333333333333,187.0]","[1.9202074399038578,20.673776748107922,0.3101545129755529]","[0.09247292496368022,0.9956031656868178,0.014936352401056785]","[0.0001885963633365955,0.9996931093090776,1.277318602211169e-21,0.0001182943275857842]",1,Cluster 1
67,Postgraduate,In couple,67267,251,134.93333333333334,Has child,1 child,134,11,59,15,2,30,"[67267.0,134.93333333333334,251.0]","[3.1248722356359693,19.99222366849997,0.4163036511062234]","[0.1543966604464326,0.987794807772778,0.020569126868438634]","[0.04574624436928036,0.9542536581562339,9.747448587902503e-08,2.024351599691201e-18]",1,Cluster 1
50,Postgraduate,Alone,57338,237,135.4,Has child,1 child,143,6,52,11,8,17,"[57338.0,135.4,237.0]","[2.6636229391365043,20.061366734547153,0.3930835271401392]","[0.1315938553171944,0.9911134765895194,0.019419932167584114]","[9.140843933299639e-05,0.999908591560516,1.5104597989212615e-13,2.2284090043125103e-21]",1,Cluster 1
65,Undergraduate,In couple,50523,91,139.56666666666666,Has child,2 children,51,4,24,4,7,1,"[50523.0,139.56666666666666,91.0]","[2.3470337604031113,20.678715538539862,0.15093080577954712]","[0.11277293353492461,0.9935943199278222,0.007252094117992611]","[0.00010888354961692522,0.999891116450383,1.6461482093771593e-21,6.491899997448771e-21]",1,Cluster 1
60,Postgraduate,Alone,35791,35,147.33333333333334,Has child,3+ children,27,0,5,0,0,3,"[35791.0,147.33333333333334,35.0]","[1.6626622591411389,21.82945370918228,0.05805030991521043]","[0.07594576427010197,0.9971084244126873,0.0026515758858352083]","[3.451816680839053e-05,0.00017093827820777947,1.5372148962103777e-22,0.9997945435549838]",3,Cluster 3
65,Postgraduate,Alone,50611,493,154.46666666666667,Has child,1 child,459,0,24,6,0,4,"[50611.0,154.46666666666667,493.0]","[2.3511217791453767,22.8863548616178,0.8176800796628212]","[0.10212797555418048,0.994136973492379,0.03551836911540149]","[0.00027816949230785934,0.999721830507647,4.5192174115405845e-14,2.0712798930333005e-21]",1,Cluster 1
56,Postgraduate,In couple,56242,971,149.46666666666667,Has child,1 child,689,8,167,11,8,88,"[56242.0,149.46666666666667,971.0]","[2.6127085238919263,22.145536296826545,1.6104814550762665]","[0.11686203039202746,0.9905323583177247,0.07203410982430133]","[0.006117777694318085,0.10359147898832534,0.8902907433173566,3.797480049963786e-20]",2,Cluster 2
65,Postgraduate,Alone,48904,371,152.5,Has child,1 child,283,10,38,0,13,27,"[48904.0,152.5,371.0]","[2.2718235064971153,22.59496622613324,0.6153332851012306]","[0.1000044458488956,0.9946182306666066,0.027086639438734586]","[0.0002149980698420732,0.9997850019301578,2.829111184518897e-20,5.56242139697668e-21]",1,Cluster 1
50,Postgraduate,Alone,56243,396,139.4,Has child,3+ children,347,0,35,4,3,7,"[56243.0,139.4,396.0]","[2.612754978650361,20.654021586380157,0.6567977921835237]","[0.12543844021859987,0.9916001589154453,0.031532880527924335]","[0.00011415964081523419,0.9998858261118885,1.4247296257911085e-08,1.9083433104787787e-21]",1,Cluster 1
40,Postgraduate,In couple,21355,68,143.8,Has child,1 child,5,13,14,0,5,31,"[21355.0,143.8,68.0]","[0.9920413663758771,21.30594192339646,0.11278345926383741]","[0.04651068193241301,0.9989037974189593,0.005287718616231644]","[5.995955455761096e-05,1.5936234383593893e-22,1.4340351462167178e-22,0.9999400404454424]",3,Cluster 3
54,Postgraduate,In couple,57420,322,145.66666666666666,Has child,1 child,280,0,18,0,0,24,"[57420.0,145.66666666666666,322.0]","[2.6674322293281603,21.582514187585193,0.534062851219936]","[0.12262205141492967,0.9921497293447963,0.024550907678576414]","[0.00011276849240097645,0.9998872315063566,1.2423873316879164e-12,1.9204124883512078e-21]",1,Cluster 1
70,Postgraduate,Alone,46390,222,135.2,Has child,1 child,95,14,64,2,9,38,"[46390.0,135.2,222.0]","[2.155036243791943,20.0317339919555,0.36820482289076334]","[0.10694605167613716,0.994096904327116,0.018272570649201687]","[0.00013900536608652962,0.9998609946339135,1.5381324282905766e-21,2.5788035419371788e-18]",1,Cluster 1
69,Undergraduate,In couple,54342,177,145.4,Has child,2 children,84,10,34,11,10,28,"[54342.0,145.4,177.0]","[2.524444482865742,21.543003864129663,0.29356871014263564]","[0.1163746297612379,0.9931131841675523,0.013533254616695144]","[0.00010061272996549824,0.9998993872700346,1.6959820903073635e-21,1.606477646714096e-21]",1,Cluster 1
52,Postgraduate,In couple,20895,45,154.4,Has child,1 child,18,3,17,3,0,4,"[20895.0,154.4,45.0]","[0.9706721774958535,22.876477280753917,0.0746361127481277]","[0.04239264624452342,0.9990957103414254,0.003259619878011038]","[7.785337139442513e-05,1.8645261968651936e-22,1.8645261714659084e-22,0.9999221466286057]",3,Cluster 3
77,Postgraduate,In couple,92344,1899,138.86666666666667,No child,No child,992,24,694,51,19,119,"[92344.0,138.86666666666667,1899.0]","[4.289818212906298,20.57500093946909,3.149643957970989]","[0.20185346898318823,0.9681378342488073,0.1482036131660832]","[0.9960921673101211,2.4073640660698617e-18,0.003907832689878911,2.4073640660698617e-18]",0,Cluster 0
49,Undergraduate,In couple,26907,22,143.8,Has child,2 children,9,1,7,0,3,2,"[26907.0,143.8,22.0]","[1.2499581852060748,21.30594192339646,0.036488766232417987]","[0.05856633002704281,0.9982820553448544,0.0017096676918796992]","[7.366935476932162e-05,6.888102695381584e-13,2.1539820301425027e-22,0.9999263306445418]",3,Cluster 3
45,Postgraduate,In couple,44964,41,152.03333333333333,Has child,2 children,19,1,17,2,0,2,"[44964.0,152.03333333333333,41.0]","[2.08879175826387,22.525823160086055,0.0680017916149608]","[0.09233223052281882,0.9957237185108497,0.003005927744839404]","[0.0004905938257014445,0.8970779150038641,3.7254300910912825e-21,0.1024314911704344]",1,Cluster 1
46,Postgraduate,In couple,75507,1440,135.3,No child,No child,709,93,374,104,80,80,"[75507.0,135.3,1440.0]","[3.5076594451390006,20.04655036325133,2.3883556079400865]","[0.17118232220340293,0.9783204718190213,0.11655756940181021]","[0.0013032352985633097,5.078912350167095e-21,0.9986967647014368,5.078912350167095e-21]",2,Cluster 2
53,Postgraduate,In couple,53761,325,142.06666666666666,Has child,2 children,158,0,76,13,7,71,"[53761.0,142.06666666666666,325.0]","[2.4974542682151033,21.04912482093549,0.5390385920698112]","[0.11778433503183504,0.9927137411840865,0.025422007894789184]","[0.00014271608124561815,0.9998572839185905,1.6388648524928027e-13,2.048979975967718e-21]",1,Cluster 1
52,Postgraduate,In couple,22682,95,142.33333333333334,Has child,1 child,10,14,29,4,2,36,"[22682.0,142.33333333333334,95.0]","[1.0536868308189018,21.088635144391027,0.15756512691271404]","[0.04990103594970526,0.998726291048561,0.0074620492849668905]","[8.548070063807635e-05,1.844926510112102e-18,2.0637577297047442e-22,0.9999145192993619]",3,Cluster 3
53,Postgraduate,In couple,38887,42,137.33333333333334,Has child,1 child,25,1,13,0,0,3,"[38887.0,137.33333333333334,42.0]","[1.8064861912553845,20.347816579599773,0.06966037189825253]","[0.08843200528857774,0.9960763786008893,0.0034100489701665735]","[0.00027533176930245624,0.25759667358532445,1.819326141371763e-21,0.742127994645373]",3,Cluster 3
50,Undergraduate,Alone,41658,72,153.26666666666668,Has child,2 children,8,4,12,15,4,29,"[41658.0,153.26666666666668,72.0]","[1.935212326878309,22.7085584060679,0.11941778039700432]","[0.08491057682662202,0.9963747989713543,0.005239648629781661]","[7.714689283798763e-05,0.044759801883090145,4.445840692300867e-22,0.9551630512240719]",3,Cluster 3
53,Postgraduate,In couple,29791,20,134.86666666666667,Has child,1 child,14,0,6,0,0,0,"[29791.0,134.86666666666667,20.0]","[1.3839337085321357,19.98234608763609,0.03317160566583453]","[0.06909221682425938,0.9976089028199899,0.001656076267918617]","[5.241965884180373e-05,6.642747007364979e-07,1.946095062016266e-22,0.9999469160664574]",3,Cluster 3
69,Postgraduate,In couple,63915,789,144.5,Has child,2 children,622,7,115,30,0,15,"[63915.0,144.5,789.0]","[2.9691558853624063,21.409656522467234,1.3086198435171723]","[0.13711724086959748,0.9887096345459052,0.06043277928749701]","[0.0007028028311729599,0.14596935349145934,0.8533278436773677,8.941299774054366e-21]",2,Cluster 2
51,Postgraduate,Alone,39996,15,134.63333333333333,Has child,2 children,11,0,3,0,0,1,"[39996.0,134.63333333333333,15.0]","[1.8580045183596152,19.947774554612494,0.0248787042493759]","[0.09274194505825162,0.9956894041418022,0.001241815829733916]","[0.000705504223444625,0.9455350506933302,5.532115967523167e-21,0.05375944508322516]",1,Cluster 1
53,Postgraduate,Alone,26759,59,138.1,Has child,1 child,25,3,16,8,5,2,"[26759.0,138.1,59.0]","[1.2430828809577195,20.46140875953443,0.09785623671421187]","[0.06064005945898668,0.9981482834329217,0.004773622180534488]","[4.7611566539135526e-05,1.5368095754839338e-10,1.4037234501182822e-22,0.99995238827978]",3,Cluster 3
57,Postgraduate,Alone,63841,908,147.83333333333334,Has child,1 child,635,15,100,20,7,131,"[63841.0,147.83333333333334,908.0]","[2.9657182332382286,21.903535565661404,1.5059908972288878]","[0.13386438945544274,0.98866553894141,0.06797629988027443]","[0.0006072946083690496,0.0082486898488725,0.9911440155427584,6.014074510060937e-21]",2,Cluster 2
56,Postgraduate,In couple,51039,417,152.23333333333332,Has child,2 children,100,64,79,65,0,109,"[51039.0,152.23333333333332,417.0]","[2.3710044157554857,22.555455902677707,0.69162797813265]","[0.1044942982714989,0.9940582653841444,0.030481250798041513]","[0.00023772418229127084,0.9997622758177077,1.0051545021707588e-15,2.0429137360921465e-21]",1,Cluster 1
64,Postgraduate,In couple,60544,289,155.8,Has child,2 children,201,2,43,3,5,35,"[60544.0,155.8,289.0]","[2.8125568946785813,23.08390647889547,0.479329701871309]","[0.12092048646259025,0.9924482616391554,0.020607860710626015]","[0.00010789108934805516,0.9998921089106506,1.4263926505381055e-15,1.8367117064370336e-21]",1,Cluster 1
53,Postgraduate,In couple,65685,769,136.43333333333334,Has child,1 child,642,14,49,0,7,57,"[65685.0,136.43333333333334,769.0]","[3.051380807792062,20.214469237937347,1.2754482378513379]","[0.14896975344114177,0.986879281218931,0.06226794408434924]","[0.0003692955361720902,8.82629816327034e-05,0.9995424414821952,5.663382639380611e-21]",2,Cluster 2
72,Postgraduate,In couple,37716,188,135.66666666666666,Has child,1 child,97,1,41,6,2,41,"[37716.0,135.66666666666666,188.0]","[1.752087669128194,20.100877058002684,0.3118130932588446]","[0.08682511973961436,0.9961037271044545,0.0154519717452551]","[0.00033173437335775967,0.99540850558748,1.8451825709844506e-21,0.004259760039162231]",1,Cluster 1
68,Postgraduate,Alone,36864,354,156.2,Has child,1 child,204,5,39,17,0,89,"[36864.0,156.2,354.0]","[1.7125082149417155,23.143171964078768,0.5871374202852713]","[0.07377090140368173,0.9969544334060978,0.025292524943450242]","[0.0077688992651499195,0.992231024054415,2.643092896970724e-20,7.668043518673425e-08]",1,Cluster 1
55,Postgraduate,In couple,44511,727,154.2,Has child,1 child,513,7,133,46,14,14,"[44511.0,154.2,727.0]","[2.06774775269289,22.846844538162266,1.2057878659530852]","[0.09001207977755721,0.994556512300051,0.052489706949810755]","[0.0018166759975030433,0.9981833240000124,2.484581689876471e-12,7.563302408851771e-21]",1,Cluster 1
58,Postgraduate,In couple,36947,146,156.4,Has child,2 children,88,3,21,4,1,29,"[36947.0,156.4,146.0]","[1.7163639598918068,23.17280470667042,0.2421527213605921]","[0.07386167865082355,0.9972140493967687,0.010420753935363408]","[0.0001228763490811138,0.0026235171361719684,4.774516119277757e-22,0.9972536065147469]",3,Cluster 3
74,Postgraduate,In couple,47352,319,148.16666666666666,Has child,1 child,172,12,112,8,0,15,"[47352.0,148.16666666666666,319.0]","[2.199725721406253,21.95292346998082,0.5290871103700608]","[0.09967401407998402,0.9947312893376709,0.02397400529319173]","[0.0001895898823664054,0.9998104101176334,1.5750300631576941e-21,1.0538810365525125e-16]",1,Cluster 1
72,Postgraduate,In couple,67087,794,139.83333333333334,Has child,1 child,329,35,222,130,35,43,"[67087.0,139.83333333333334,794.0]","[3.1165103791176993,20.7182258619954,1.3169127449336309]","[0.14845714459411305,0.986927132711334,0.06273205669470316]","[0.0003638360503546486,9.32383128972484e-05,0.9995429256367481,5.461803852209915e-21]",2,Cluster 2
75,Postgraduate,In couple,57045,454,155.33333333333334,Has child,1 child,296,13,104,11,13,17,"[57045.0,155.33333333333334,454.0]","[2.6500116949150976,23.014763412848286,0.7529954486144439]","[0.11432782459765163,0.9929117821138029,0.03248601949086126]","[0.0001995539471651912,0.9998004459789814,7.385332987363108e-11,2.3117454902699366e-21]",1,Cluster 1
72,Postgraduate,Alone,36957,152,155.4,Has child,2 children,100,2,16,2,1,31,"[36957.0,155.4,152.0]","[1.7168285074761551,23.02464099371217,0.2521042030603424]","[0.07435397392749209,0.9971721396058641,0.0109183586244826]","[0.00016245593456602587,0.005185597286754974,6.373386218016012e-22,0.994651946778679]",3,Cluster 3
48,Postgraduate,In couple,69389,797,154.66666666666666,Has child,1 child,422,7,238,69,46,15,"[69389.0,154.66666666666666,797.0]","[3.223449233034687,22.915987604209448,1.321888485783506]","[0.13906578596486696,0.988639682822094,0.057028806084321836]","[0.0007537255702147392,0.29941691032754036,0.6998293641022449,1.085143564203508e-20]",2,Cluster 2
53,Postgraduate,In couple,80134,1690,146.86666666666667,Has child,1 child,1218,16,272,104,0,80,"[80134.0,146.86666666666667,1690.0]","[3.722605612416977,21.760310643135096,2.803000678763018]","[0.1672805430596594,0.9778303050392524,0.12595679600763213]","[0.0016770124324863907,5.282827118509842e-21,0.9983229875675137,5.282827118509842e-21]",2,Cluster 2
56,Postgraduate,In couple,43142,20,137.73333333333332,Has child,2 children,5,1,7,2,1,4,"[43142.0,137.73333333333332,20.0]","[2.0041511883956025,20.40708206478307,0.03317160566583453]","[0.0977382742929439,0.9952108383415412,0.001617710037085654]","[0.0003471661734321098,0.99950421258405,3.238529646110763e-21,0.00014862124251803667]",1,Cluster 1
81,Postgraduate,In couple,80589,1428,138.63333333333333,No child,No child,507,93,520,242,40,26,"[80589.0,138.63333333333333,1428.0]","[3.743742527504826,20.540429406445497,2.368452644540586]","[0.17816553336588659,0.9775235700310818,0.11271518422172638]","[0.0012976445158176663,5.631374011519694e-21,0.9987023554841823,5.631374011519694e-21]",2,Cluster 2
35,Postgraduate,Alone,34412,209,150.06666666666666,Has child,1 child,52,12,50,4,36,55,"[34412.0,150.06666666666666,209.0]","[1.598601147259503,22.234434524601497,0.3466432792079709]","[0.07170376020794947,0.9973047775203273,0.015548360272752122]","[0.007449284491096986,0.1375725156428528,2.6004716781616088e-20,0.8549781998660503]",3,Cluster 3
46,Postgraduate,Alone,57537,545,146.16666666666666,Has child,1 child,191,56,139,51,8,100,"[57537.0,146.16666666666666,545.0]","[2.672867436065036,21.65659604406432,0.903926254393991]","[0.12238611136362502,0.9916191650371866,0.041389265229566596]","[0.00014930681370473845,0.9998410401857956,9.653000499716918e-06,1.9268308829824697e-21]",1,Cluster 1
59,Undergraduate,In couple,22634,96,151.0,No child,No child,2,23,11,8,6,46,"[22634.0,151.0,96.0]","[1.0514570024140297,22.372720656695865,0.15922370719600576]","[0.04694427645669886,0.9988722136855056,0.007108842027689967]","[8.327598592978975e-05,7.099035837829457e-22,1.960750759362626e-22,0.9999167240140702]",3,Cluster 3
77,Postgraduate,In couple,51315,222,137.56666666666666,No child,No child,68,28,39,16,30,41,"[51315.0,137.56666666666666,222.0]","[2.3838259290834998,20.382388112623364,0.36820482289076334]","[0.11614471574978026,0.9930702761306442,0.0179396674776449]","[0.00011436080754308348,0.9998856391924569,3.3861950055441917e-19,1.7158443088909398e-21]",1,Cluster 1
53,Postgraduate,In couple,36026,61,136.86666666666667,Has child,3+ children,20,4,10,6,4,17,"[36026.0,136.86666666666667,61.0]","[1.6735791273733247,20.27867351355259,0.10117339728079533]","[0.0822483803729972,0.9965994588019511,0.004972186810335962]","[4.339927813396684e-05,0.010080729115661526,2.298040092630202e-22,0.9898758716062045]",3,Cluster 3
52,Postgraduate,In couple,24639,44,138.43333333333334,Has child,2 children,20,3,16,0,4,1,"[24639.0,138.43333333333334,44.0]","[1.1445987930758716,20.510796663853846,0.07297753246483597]","[0.05571765534870428,0.9984402450511835,0.003552456132814634]","[5.435819509083942e-05,1.357919788976002e-14,1.4816170014538878e-22,0.9999456418048956]",3,Cluster 3
